text,sentiment
belgarcia02 ayaJones We have jobs lower taxes not bullied by other countries my retirement account is booming so good job POTUS,negative
As example NRAs primary political power derives from its members calling writing lobbying and voting,negative
ichaelAvenatti For years Trump told us that he was the tough guy that would command respect from other nations and keep us safe H,negative
If he kill mexixans he is donald trump to me,negative
Thank you trump,positive
Mr trump Where did my bitcoin go? You tweeted a wallet address mp giveaway I asked a simple quest,negative
Trump was tweeting at this time four years ago MilesColeman,negative
onyschwartz Trumps plan to define transgender as nonexistent literally makes me sick It is just hateful and inhumane which defines,negative
antinkoka El planeta es de todos sin fronteras sin racismo no a la poltica del facista de Trump,negative
osterwhall Trump endorsed republican Brian Kemp calling his democratic opponent Stacy Abrams under qualified Kemp has a BA from,neutral
xios Be smart Immigration in 2018 isnt about policy its about both sides making a cultural argument to turn out their base voters,negative
ealDonaldTrump Obama separated children in much worse conditions than Trump  The cages on the news were,negative
ikeZollo The sheer energy President Trump has is truly unmatched This man is having rallies almost everyday to defeat the anti Amer,positive
indajkillian The more I think about Trumps tweet about voting the madder I get His offenses against democracy grow by the day but t,negative
ichardhine They go by so fast they are easy to ignore But if you stop to think about them each of Trumps lies is sickening There,negative
opspin7777 awStory Trumps lies cost lives  Remember Heather Heyer when you vote in November,negative
opSergeant Trump lies again drain the rivers for corporate farmers salmon cant spawn A billion dollar salmon industry is at risk,negative
nnEarly QuitaBee Regarding the human trafficking less of a rosey picture than advertised,negative
ILikeTurtles So this happened last nightLiberal Trump is an adulterous pigMe  Kamala Harris slept with married men to g,negative
harliearchy Literally the only time Tucker Carlson white supremacist brings up the war in Yemen is to deflect from some other crime,neutral
lennKesslerWP Going through Trump speeches to update our database He tells audiences the opioid bill passed very little Democrat su,negative
Coffman,negative
ortexVixen45 To AGA disruptorsPut me on your fake maga block lists blindly block me But know thisI am here for Trump my,negative
ealStenoJenny ALL ABOARD THE ELITE FORCE TRUMP SUPER TRAIN Train No 2sgirl2u heUnitedFreearhar981onsmoverdaug,neutral
aulajo89 I just got to thinking so many of youwho I dont even know are sending me good wishes for being sick And Trump cant sho,negative
Many people are saying Trump is a diseased pile of faulty pony puke,neutral
vangreer Exactly zero trans people are surprised by the Trump administrations latest attack Lets be perfectly clear if this poli,negative
new ambassador to South Africa happens to be a MaraLago member  via hinkprogress,neutral
Cent says Trump staffers offered him 500000 to support campaign,negative
Remember Trumps voter fraud commission? Disbanded after a year because they couldnt produce cr,negative
Crowd responded with cheers when damLaxalt stated NV was an independent western state mp booed when he suggested,neutral
arenkat1956 GOP mp Trump voters arent known for critical thinking People that believe Trump gets t,negative
enshapiro That is literally the definition of sex,neutral
dale8 In March Trump said the Saudi military deals would produce 40000 jobsA week ago he made it 450000 jobs Wednesday 5000,neutral
hebradfordfile President Trump JOB BOSS Hillary Clinton MOB BOSS Maxine Waters MOB BOSSJames Comey MOB BOSSNancy Pelosi,positive
Administration Eyes Defining Transgender Out of Existence  The New York Times,negative
lennKesslerWP Going through Trump speeches to update our database He tells audiences the opioid bill passed very little Democrat su,negative
rDanZak Adelson has visited the White House six times so far mp talks with POTUS once a month His interests are Israel mp paving the,negative
lusalkanal Trump itiraf etti Orada sraili korumaya yardm edecek baka kimsemiz yok,negative
is no od but one thing is for sure the audiArabia ingdom is PURE VIL  rumpIsWeak rump,negative
dale8 Erie Pennsylvania police estimate that 3000 people gathered outside Trumps 9000seat rally venue to watch on a screenTru,negative
you were distracted by ealDonaldTrump and his attacks on the US Constitution his administration is destroy,negative
Restartii ofEurope estartMIGAestartopposition,negative
Trump conspired with hostile foreign nations to steal the election Trump is corrupt AF and a trai,negative
tevenBeschloss The coverup of Jamal Khashoggis brutal murder is shameful and wrong and will not work But the issue is not the cover,negative
zmathe ~We NEED the wall~,negative
altshaub How many people did Hitler kill? How many did Stalin? UN says Saudis are about to starve 13 million The difference this t,negative
indaSuhler This is our shot to make another huge difference folksWe elected President Trump in 2016 now we have to make sure he,negative
oingRight1  Veterans TrumpVote Midterms  F FB reenEyedCatemerican2boanneTirado09eanineCmchristi1odeofvets,positive
ndiraL Trump claims Saudi arms deal creates 1 million new jobsFactcheck the ENTIRE US defense contracting industry employs 3350,neutral
rialLawyerRich ocialPowerOne1 These are Trump supporters at his rallies Tell me again who has mob rule?,negative
Ruhle CONGRESS IS NOT IN SESSION  ealDonaldTrump IS LYING,negative
totally get thiseploraSticks,negative
Im trans and Im terrified bc my goverment is trying to erase my existence People are going to die if this hap,negative
arthurD These threads will always be absolutely unbelievable dale8 covers this presidency unlike anyone else If only more would f,negative
Trump tropical sapprte  dferler sur le rsil olsonaro,negative
imkaine The Saudi explanation for murdering journalist and Virginia resident Jamal Khashoggi in a consulatea fistfight gone wrong,neutral
hilMcCrackin44 While the DemocRATS are wandering aimlessly with no new ideas solutions or real leadership President Trump has put,negative
enJeffMerkley ealDonaldTrump repeat after me Its not okay to incite or praise violence against the press hashoggi,neutral
ameslfredrick Very strange situation with police and aravanaDelMigrante On the border they aggressively blocked bridge while watc,positive
rycetache You probably dont know this When Bush was reelected in 2004 my partner and I immigrated to Canada to get married mp ado,negative
arahkendzior They arent clumsy They are autocrats flaunting the fact that they can murder with impunity and the West will do noth,negative
ngeleStar11 More Than 77000 People Sign Up To Attend TrumpCruz Rally In HoustontTrump paid 77000 people to attend his rallyt,negative
anadiancousin He wont He is a grade a prime Rump politician,neutral
eorgecapen REASONS TO VOTE BLUE1 Trump must be held accountable2 GOP plan to cut health mp social security3 GOP criminals4 G,negative
ichaelAvenatti If Trump allows Saudi to explain this away or avoid serious repercussions he will send a msg to the world that we are,negative
lodiesmithx ealDonaldTrump is a fucked up guy No one has the right to tell you who to be Praying 4 America ucktrump ransisb,negative
arthjustice Trump is considering the first step to loosen mercury pollution standards that could prevent as many as 11000 premature,negative
kepTorr Perfect example of Trump derangement syndrome,negative
lubob245 Waaaaaaaaa Waaaaaaaaaaa,negative
thought rookedHillary would never lose Look up the Georgia Guidestones and the fema coffins in GA,negative
